frameIndex;frameTime;F0final_sma;voicingFinalUnclipped_sma;pcm_loudness_sma
0;0.010000;0.000000e+00;0.000000e+00;1.875146e-01
1;0.020000;0.000000e+00;0.000000e+00;1.955494e-01
2;0.030000;0.000000e+00;0.000000e+00;2.067600e-01
3;0.040000;0.000000e+00;0.000000e+00;2.152439e-01
4;0.050000;0.000000e+00;0.000000e+00;1.746970e-01
5;0.060000;0.000000e+00;0.000000e+00;1.323871e-01
6;0.070000;0.000000e+00;0.000000e+00;1.122222e-01
7;0.080000;0.000000e+00;1.308169e-01;1.267436e-01
8;0.090000;0.000000e+00;3.405348e-01;1.448894e-01
9;0.100000;0.000000e+00;5.570154e-01;1.150959e-01
10;0.110000;0.000000e+00;5.962438e-01;1.360203e-01
11;0.120000;0.000000e+00;5.482364e-01;1.730873e-01
12;0.130000;0.000000e+00;5.070698e-01;2.985633e-01
13;0.140000;0.000000e+00;5.305268e-01;4.128006e-01
14;0.150000;1.177349e+02;6.183357e-01;4.112927e-01
15;0.160000;2.338308e+02;7.174748e-01;3.902966e-01
16;0.170000;3.487663e+02;8.104782e-01;3.515273e-01
17;0.180000;3.461483e+02;8.556041e-01;4.814735e-01
18;0.190000;3.456425e+02;8.775378e-01;4.360732e-01
19;0.200000;3.465785e+02;8.858260e-01;3.584815e-01
20;0.210000;3.471991e+02;8.786367e-01;4.806977e-01
21;0.220000;3.463045e+02;8.597946e-01;6.464893e-01
22;0.230000;3.421750e+02;8.398998e-01;1.151176e+00
23;0.240000;3.359469e+02;8.202775e-01;9.143066e-01
24;0.250000;3.262972e+02;7.995686e-01;9.762340e-01
25;0.260000;3.114344e+02;7.794717e-01;6.653306e-01
26;0.270000;2.929375e+02;7.626556e-01;7.065917e-01
27;0.280000;2.728872e+02;7.433054e-01;5.058932e-01
28;0.290000;2.509836e+02;7.333117e-01;3.675008e-01
29;0.300000;2.335909e+02;7.478305e-01;3.242995e-01
30;0.310000;2.207548e+02;7.751310e-01;4.993603e-01
31;0.320000;2.162362e+02;7.988174e-01;7.632853e-01
32;0.330000;2.118972e+02;8.066638e-01;8.305150e-01
33;0.340000;2.086250e+02;8.212227e-01;9.495866e-01
34;0.350000;2.074643e+02;8.269855e-01;1.089672e+00
35;0.360000;2.079827e+02;8.190675e-01;1.048576e+00
36;0.370000;2.091528e+02;7.740473e-01;8.048870e-01
37;0.380000;1.398568e+02;4.997897e-01;6.758025e-01
38;0.390000;7.005740e+01;2.343249e-01;8.525317e-01
39;0.400000;0.000000e+00;1.586228e-01;8.004301e-01
40;0.410000;0.000000e+00;1.586228e-01;5.739794e-01
41;0.420000;0.000000e+00;1.586228e-01;4.026307e-01
42;0.430000;0.000000e+00;0.000000e+00;3.782446e-01
43;0.440000;0.000000e+00;0.000000e+00;3.120435e-01
44;0.450000;0.000000e+00;0.000000e+00;3.561636e-01
45;0.460000;0.000000e+00;0.000000e+00;2.987556e-01
46;0.470000;0.000000e+00;2.066843e-01;3.047705e-01
47;0.480000;0.000000e+00;4.067393e-01;1.466859e-01
48;0.490000;0.000000e+00;5.908079e-01;1.985349e-01
49;0.500000;0.000000e+00;3.841236e-01;1.384561e-01
50;0.510000;0.000000e+00;1.840686e-01;2.858179e-01
51;0.520000;0.000000e+00;0.000000e+00;4.413091e-01
52;0.530000;0.000000e+00;2.214573e-01;5.543154e-01
53;0.540000;8.063680e+01;4.562316e-01;4.607330e-01
54;0.550000;1.608482e+02;7.134000e-01;2.742575e-01
55;0.560000;2.403554e+02;7.612687e-01;2.009533e-01
56;0.570000;2.386270e+02;8.009288e-01;3.917567e-01
57;0.580000;2.368240e+02;8.175779e-01;5.653845e-01
58;0.590000;2.346028e+02;8.199551e-01;8.336692e-01
59;0.600000;2.310387e+02;8.203136e-01;7.575819e-01
60;0.610000;2.267562e+02;8.247824e-01;6.975063e-01
61;0.620000;2.229357e+02;8.347421e-01;4.292216e-01
62;0.630000;2.209554e+02;8.408621e-01;6.547239e-01
63;0.640000;2.204938e+02;8.352483e-01;8.076084e-01
64;0.650000;2.218849e+02;8.124856e-01;1.096451e+00
65;0.660000;2.250130e+02;7.696038e-01;7.582139e-01
66;0.670000;1.513486e+02;4.969314e-01;7.381908e-01
67;0.680000;7.649202e+01;2.380313e-01;5.917678e-01
68;0.690000;0.000000e+00;0.000000e+00;7.246708e-01
69;0.700000;0.000000e+00;1.851597e-01;5.512711e-01
70;0.710000;0.000000e+00;1.851597e-01;3.920250e-01
71;0.720000;0.000000e+00;1.851597e-01;2.948955e-01
72;0.730000;0.000000e+00;0.000000e+00;2.221525e-01
73;0.740000;0.000000e+00;0.000000e+00;2.635351e-01
74;0.750000;0.000000e+00;0.000000e+00;2.393517e-01
75;0.760000;0.000000e+00;0.000000e+00;2.217865e-01
76;0.770000;0.000000e+00;0.000000e+00;1.623847e-01
77;0.780000;0.000000e+00;0.000000e+00;1.822861e-01
78;0.790000;0.000000e+00;0.000000e+00;2.374790e-01
79;0.800000;0.000000e+00;0.000000e+00;2.542388e-01
80;0.810000;0.000000e+00;0.000000e+00;1.972138e-01
81;0.820000;0.000000e+00;0.000000e+00;1.277510e-01
82;0.820000;0.000000e+00;0.000000e+00;9.015899e-02
