frameIndex;frameTime;F0final_sma;voicingFinalUnclipped_sma;pcm_loudness_sma
0;0.010000;0.000000e+00;0.000000e+00;1.153004e-01
1;0.020000;0.000000e+00;1.879247e-01;8.439060e-02
2;0.030000;0.000000e+00;3.745968e-01;4.468453e-02
3;0.040000;0.000000e+00;5.640939e-01;8.482007e-02
4;0.050000;0.000000e+00;5.610614e-01;9.095179e-02
5;0.060000;0.000000e+00;3.743893e-01;1.208378e-01
6;0.070000;0.000000e+00;1.848923e-01;1.157685e-01
7;0.080000;0.000000e+00;0.000000e+00;1.497403e-01
8;0.090000;0.000000e+00;0.000000e+00;1.206905e-01
9;0.100000;0.000000e+00;0.000000e+00;8.064818e-02
10;0.110000;0.000000e+00;0.000000e+00;3.879596e-02
11;0.120000;0.000000e+00;1.810426e-01;6.054957e-02
12;0.130000;0.000000e+00;3.698958e-01;1.313847e-01
13;0.140000;0.000000e+00;5.735394e-01;1.473169e-01
14;0.150000;0.000000e+00;6.263128e-01;1.465277e-01
15;0.160000;0.000000e+00;6.433648e-01;1.804358e-01
16;0.170000;0.000000e+00;6.582308e-01;2.322703e-01
17;0.180000;4.022557e+01;6.704705e-01;2.483814e-01
18;0.190000;8.127855e+01;7.184041e-01;2.654047e-01
19;0.200000;1.226689e+02;7.592233e-01;3.397272e-01
20;0.210000;1.240572e+02;7.780862e-01;3.680608e-01
21;0.220000;1.251289e+02;7.882629e-01;3.078621e-01
22;0.230000;1.263797e+02;7.943195e-01;2.459776e-01
23;0.240000;1.278167e+02;7.973020e-01;8.096580e-01
24;0.250000;1.291061e+02;8.016292e-01;1.226929e+00
25;0.260000;1.302114e+02;8.062710e-01;1.290170e+00
26;0.270000;1.311595e+02;8.105678e-01;8.130260e-01
27;0.280000;1.317962e+02;8.136870e-01;5.233028e-01
28;0.290000;1.321855e+02;8.147118e-01;5.366009e-01
29;0.300000;1.324558e+02;8.153656e-01;6.523252e-01
30;0.310000;1.327792e+02;8.153424e-01;9.610319e-01
31;0.320000;1.329945e+02;8.170699e-01;1.292443e+00
32;0.330000;1.331443e+02;8.150702e-01;1.211424e+00
33;0.340000;1.330069e+02;8.085663e-01;1.397930e+00
34;0.350000;1.324726e+02;7.711803e-01;1.230290e+00
35;0.360000;8.805368e+01;7.121328e-01;1.196654e+00
36;0.370000;4.381677e+01;6.499863e-01;1.366016e+00
37;0.380000;0.000000e+00;6.159071e-01;1.196013e+00
38;0.390000;0.000000e+00;6.062682e-01;1.118621e+00
39;0.400000;0.000000e+00;5.988212e-01;6.399827e-01
40;0.410000;0.000000e+00;6.114812e-01;5.603046e-01
41;0.420000;0.000000e+00;6.332900e-01;5.895934e-01
42;0.430000;0.000000e+00;6.424508e-01;3.158839e-01
43;0.440000;0.000000e+00;6.424140e-01;2.949815e-01
44;0.450000;0.000000e+00;6.259826e-01;1.792084e-01
45;0.460000;0.000000e+00;6.501458e-01;2.127248e-01
46;0.470000;4.601139e+01;6.884015e-01;3.091970e-01
