frameIndex;frameTime;F0final_sma;voicingFinalUnclipped_sma;pcm_loudness_sma
0;0.010000;0.000000e+00;1.919324e-01;1.643530e-01
1;0.020000;0.000000e+00;1.919324e-01;1.520536e-01
2;0.030000;0.000000e+00;3.750153e-01;1.477248e-01
3;0.040000;0.000000e+00;3.673343e-01;1.737996e-01
4;0.050000;0.000000e+00;3.673343e-01;1.472448e-01
5;0.060000;0.000000e+00;1.842513e-01;1.073978e-01
6;0.070000;0.000000e+00;0.000000e+00;8.699620e-02
7;0.080000;0.000000e+00;1.784519e-01;1.456243e-01
8;0.090000;0.000000e+00;3.580389e-01;1.606047e-01
9;0.100000;0.000000e+00;3.580389e-01;2.125908e-01
10;0.110000;0.000000e+00;3.735298e-01;1.930401e-01
11;0.120000;0.000000e+00;3.730633e-01;2.050290e-01
12;0.130000;0.000000e+00;5.423442e-01;1.784277e-01
13;0.140000;0.000000e+00;5.457817e-01;1.840865e-01
14;0.150000;0.000000e+00;5.972264e-01;1.613435e-01
15;0.160000;7.559690e+01;6.896677e-01;1.622954e-01
16;0.170000;1.507991e+02;7.685121e-01;1.687177e-01
17;0.180000;2.256650e+02;8.254271e-01;2.748545e-01
18;0.190000;2.243077e+02;8.506429e-01;5.142732e-01
19;0.200000;2.226388e+02;8.616946e-01;9.744200e-01
20;0.210000;2.206152e+02;8.630925e-01;1.313206e+00
21;0.220000;2.188896e+02;8.660681e-01;1.178070e+00
22;0.230000;2.178517e+02;8.679202e-01;8.511059e-01
23;0.240000;2.173645e+02;8.680577e-01;8.960202e-01
24;0.250000;2.171416e+02;8.666540e-01;1.472131e+00
25;0.260000;2.167383e+02;8.654419e-01;1.658781e+00
26;0.270000;2.162208e+02;8.648781e-01;1.331275e+00
27;0.280000;2.155800e+02;8.653139e-01;8.379906e-01
28;0.290000;2.147732e+02;8.645442e-01;5.693788e-01
29;0.300000;2.138799e+02;8.642069e-01;7.676924e-01
30;0.310000;2.131251e+02;8.639715e-01;9.462100e-01
31;0.320000;2.127903e+02;8.664776e-01;1.013989e+00
32;0.330000;2.129259e+02;8.665914e-01;1.134358e+00
33;0.340000;2.129436e+02;8.658782e-01;9.164569e-01
34;0.350000;2.126898e+02;8.648561e-01;8.453783e-01
35;0.360000;2.124981e+02;8.639668e-01;5.766975e-01
36;0.370000;2.125190e+02;8.636652e-01;8.107989e-01
37;0.380000;2.126765e+02;8.631684e-01;9.787865e-01
38;0.390000;2.123658e+02;8.631016e-01;1.399849e+00
39;0.400000;2.117799e+02;8.627975e-01;1.300633e+00
40;0.410000;2.113313e+02;8.627042e-01;1.557422e+00
41;0.420000;2.111340e+02;8.632808e-01;1.117773e+00
42;0.430000;2.108707e+02;8.624483e-01;1.201584e+00
43;0.440000;2.103432e+02;8.609710e-01;8.987563e-01
44;0.450000;2.094579e+02;8.584930e-01;8.013690e-01
45;0.460000;2.084661e+02;8.550308e-01;6.773118e-01
46;0.470000;2.072819e+02;8.512266e-01;5.630799e-01
47;0.480000;2.064773e+02;8.447012e-01;8.216355e-01
48;0.490000;2.067350e+02;8.348624e-01;1.063338e+00
49;0.500000;2.081474e+02;8.251563e-01;1.194370e+00
50;0.510000;2.099692e+02;8.154089e-01;1.058609e+00
51;0.520000;2.118348e+02;7.918354e-01;5.561658e-01
52;0.530000;1.417285e+02;7.401830e-01;4.274523e-01
53;0.540000;7.121645e+01;6.691513e-01;2.756661e-01
54;0.550000;0.000000e+00;6.099180e-01;4.261433e-01
55;0.560000;0.000000e+00;5.745636e-01;4.614326e-01
56;0.570000;0.000000e+00;5.678446e-01;6.027363e-01
