frameIndex;frameTime;F0final_sma;voicingFinalUnclipped_sma;pcm_loudness_sma
0;0.010000;0.000000e+00;0.000000e+00;1.645658e-01
1;0.020000;0.000000e+00;0.000000e+00;1.757458e-01
2;0.030000;0.000000e+00;0.000000e+00;2.096867e-01
3;0.040000;0.000000e+00;0.000000e+00;2.205670e-01
4;0.050000;0.000000e+00;0.000000e+00;2.186699e-01
5;0.060000;0.000000e+00;1.498332e-01;2.014061e-01
6;0.070000;0.000000e+00;3.642838e-01;2.027354e-01
7;0.080000;0.000000e+00;5.726132e-01;1.780915e-01
8;0.090000;0.000000e+00;6.163523e-01;1.687642e-01
9;0.100000;0.000000e+00;5.866339e-01;5.528985e-01
10;0.110000;0.000000e+00;5.727471e-01;8.074569e-01
11;0.120000;0.000000e+00;3.791749e-01;9.203320e-01
12;0.130000;0.000000e+00;3.689661e-01;7.325762e-01
13;0.140000;0.000000e+00;1.745235e-01;4.867985e-01
14;0.150000;0.000000e+00;1.745235e-01;4.229161e-01
15;0.160000;0.000000e+00;2.042455e-01;3.000868e-01
16;0.170000;0.000000e+00;4.290152e-01;4.312570e-01
17;0.180000;0.000000e+00;6.490938e-01;4.950136e-01
18;0.190000;4.142277e+01;6.930267e-01;6.758919e-01
19;0.200000;8.354925e+01;7.231101e-01;7.757517e-01
20;0.210000;1.685905e+02;7.624015e-01;9.398879e-01
21;0.220000;2.125734e+02;7.788812e-01;1.057243e+00
22;0.230000;2.560623e+02;7.869889e-01;1.023370e+00
23;0.240000;2.136811e+02;7.877979e-01;9.564864e-01
24;0.250000;1.711576e+02;7.801579e-01;8.486481e-01
25;0.260000;1.287103e+02;7.776955e-01;7.569444e-01
26;0.270000;1.290015e+02;7.774352e-01;5.999372e-01
27;0.280000;1.288035e+02;7.801667e-01;8.555248e-01
28;0.290000;1.281589e+02;7.814921e-01;1.118196e+00
29;0.300000;1.275629e+02;7.834072e-01;1.244373e+00
30;0.310000;1.270713e+02;7.863135e-01;1.066493e+00
31;0.320000;1.265320e+02;7.868136e-01;8.763826e-01
32;0.330000;1.258838e+02;7.871315e-01;7.618663e-01
33;0.340000;1.251183e+02;7.876880e-01;4.350893e-01
34;0.350000;1.244384e+02;7.887117e-01;4.531223e-01
35;0.360000;1.239998e+02;7.884814e-01;3.654319e-01
36;0.370000;1.234974e+02;7.823806e-01;5.215641e-01
37;0.380000;1.222427e+02;7.657975e-01;5.252866e-01
38;0.390000;1.196547e+02;7.516453e-01;6.610704e-01
39;0.400000;1.171045e+02;7.410250e-01;9.973657e-01
40;0.410000;1.150519e+02;7.410060e-01;1.230372e+00
41;0.420000;1.136853e+02;7.414336e-01;1.416615e+00
42;0.430000;1.123455e+02;7.446359e-01;1.039051e+00
43;0.440000;1.110351e+02;7.415889e-01;8.352633e-01
44;0.450000;1.098861e+02;7.319229e-01;8.620573e-01
45;0.460000;7.285145e+01;7.025740e-01;8.820096e-01
46;0.470000;3.616470e+01;6.630902e-01;1.131121e+00
47;0.480000;0.000000e+00;4.245591e-01;1.123086e+00
48;0.490000;0.000000e+00;3.586046e-01;1.081792e+00
49;0.500000;0.000000e+00;3.427170e-01;6.097437e-01
50;0.510000;0.000000e+00;5.220347e-01;4.449444e-01
51;0.520000;0.000000e+00;3.676446e-01;6.217605e-01
52;0.530000;0.000000e+00;1.793178e-01;6.767669e-01
53;0.540000;0.000000e+00;0.000000e+00;6.263047e-01
54;0.550000;0.000000e+00;0.000000e+00;3.586596e-01
55;0.560000;0.000000e+00;0.000000e+00;4.144145e-01
56;0.570000;0.000000e+00;0.000000e+00;3.438686e-01
57;0.580000;0.000000e+00;0.000000e+00;2.755685e-01
58;0.580000;0.000000e+00;0.000000e+00;1.146040e-01
